text,label
对保险企业实施税收优惠。,0
货币市场交易活跃， 债券发行情况良好，市场创新产品不断推出，制度性建设获得较大进展，市场运行机制进一步完善。,0
人民币贷款利率整体下降，金融对实体经济的支持力度进一步增强。,0
资金实力显著增强，支农服务力度进一步加大。,0
由于受美元贬值、安然等公司财务作假丑闻不断曝光等因素的影响，预计美国经济下半年难以维持一季度的强劲增长。,1
密切关注地方政府融资平台债务存量和增量的变化情况，加强信贷风险预警提示。,1
（五）国际收支状况进一步改善2011年，国际收支继续呈现“双顺差”，但国际收支状况进一步改善。,0
欧洲等地能源供给紧张可能进一步加剧企业和居民生产生活困难，抑制经济复苏进程。,1
推动经济结构调整和转型升级、深化改革开放和防范金融风险方面的作用。,0
油价下跌对各经济体影响存在差异。,1
英国三季度 GDP 环比下降0.2%，自2021年一季度以来再次出现环比负增长。,1
（一）消费、投资平稳增长，进出口增速由负转正城乡居民收入继续增加，消费拉动作用增强，新兴业态消费增长较快。,0
外商投资预期和信心稳定趋好，资金向高技术产业聚集。,0
物价短期可能受到供给冲击等影响，中长期看则主要取决于总需求、产出缺口和经济的结构性变化。,1
鼓励金融机构创新组织、机制、产品和服务模式，完善相应的考核和激励机制，科学合理地考核银行经营绩效，优化金融组织体系，进一步改善金融服务。,0
工业生产增长加快，企业利润大幅提高。,0
当前世界经济增长持续放缓，仍处在国际金融危机后的深度调整期，全球动荡源和风险点显著增多，应密切关注和研究。,1
二是资金实力明显增强，支农力度进一步加大。,0
金融稳定风险上升。,1
规范短期健康保险业务。,0
利率互换交易活跃。,0
积极与地方政府、监管部门沟通协调，推动风险依法处置。,1
一是保持流动性合理充裕。,0
三是与保交房和“白名单”机制形成合力，降低房地产市场风险水平。,1
农村信用社改革进展顺利，成效显著。,0
年初以来， 受中东国家主权基金赎回、欧洲银行业风险暴露等因素影响，投资者避险情绪升温，国际金融市场出现大幅度震荡。,1
价格形势比较复杂，通胀预期管理仍需加强。,1
交通基础设施规划建设任务重，资金需求大，资金供给能力不足，2009年新开工项目多、重点项目建设加快等，都加剧了资金投入的压力。,1
先行试点地区农村信用社的历史包袱得到明显化解，总体经营状况有所好转；支农金融服务功能有所增强；增资扩股进度较快，资本充足率迅速提高。,0
及时开展常备借贷便利操作。,0
美元指数上涨，国际地缘政治不确定性增加，大宗商品价格出现较大波动，非美货币普遍承压，人民币汇率在定。,1
新兴经济体央行继续降息。,0
严格控制对“两高促进产能过剩矛盾化解。,1
商品房销售快速增长。,0
（一）消费持续改善，投资稳步回升，对外贸易实现正增长居民收入持续回升，消费稳步恢复。,0
为进一步缓解结构性就业压力，一是要进一步推动城镇化进程。,0
从基本面和发展优势看，我国经济持续增长仍有较大潜力。,0
3、产业结构调整是实现长期、持续、稳定的经济增长的关键。,0
三是政策效应持续显现。,0
食品价格回落和基期因素影响减弱是居民消费价格涨幅继续回落的主要原因。,1
当前中国仍处于重要发展战略机遇期，支撑中国经济平稳较快发展的基本面并未发生根本性变化，增长的动力和潜力依然较大，在宏观政策预调微调的协调配合下，中国经济有望继续保持稳定增长。,0
值得注意的是，由于能源和粮食价格持续上涨，9月HICP 同比上涨为2.1%，这是自2006年9月以来欧元区HICP升幅首次高于欧央行设定的2.0%的通胀目标。,0
持续推动金融风险防范化解。,0
日本经济增长有所减缓。,1
日本银行“量化和质化宽松货币政策”可能进一步加剧各界对货币竞争性贬值的担心。,1
当然，经济运行中面临的矛盾和问题依然突出。,1
三是加强和改进对中小企业的金融服务，促进中小企业健康发展。,0
房价过快上涨势头有所减缓。,1
三批次再贷款再贴现政策具有资金支持覆盖面逐步扩大、普惠性逐步增强、资金利率保持优惠、投向管理要求精准的特点。,0
防止发生系统性金融风险是金融工作的永恒主题。,1
稳妥有序推进包商银行风险处置。,1
不断提高对养老家政健康消费等新消费领域和现代服务业的金融服务水平，推进产业结构战略性调整，加快新旧发展动能接续转换，推动经济提质增效和转型升级。,0
券融资放缓。,1
为企业有序复工复产提供低成本、普惠性的资金支持，切实解决企业复工复产面临的债务偿还、资金周转和扩大融资等迫切问题。,0
集中行业优势力量解决“卡脖子”问题，加快关键性前沿技术赶超，改变高端供给“不充分”局面，助力产业链上下游协同发展。,0
英国经济持续低速增长，脱欧带来的不确定性加大。,1
经济下行压力仍然较大，同时债务水平还在较快上升，经济金融领域风险暴露增多。,1
定期开展央行评级，对存量高风险机构推动各方形成合力，采取多种措施压降，对增量高风险机构，有序开展硬约束早期纠正试点工作，防止风险淤积。,1
目前，中小企业反映贷款难，商业银行反映难贷款。,1
建全风险早期纠正硬约束制度，筑牢有效防控系统性风险的金融稳定保障体系。,1
严格控制对高耗能、高排放行业和产能过剩行业的贷款，促进产能过剩矛盾化解。,1
此外，我国中小企业主要集中在纺织、印染等传统制造业，且很多为高耗能或高污染行业，产业结构不合理，这也成为制约中小企业融资的一个重要因素。,1
另一方面，疫情防控能力有限、经济复苏放缓、债务积压较重、全球流动性收敛等多重压力叠加，发展中国家偿债能力面临考验，跨境资本流动、金融市场调整等金融安全问题同样不容忽视。,1
年初以来监管当局整顿措施的出台和规范股票市场的大讨论，对二级市场交易起到一定的降温作用。,1
一是制定技术标准、环保标准，控制污染法令强制企业实行；二是要求企业支付更高的排放费，即要求企业支付其造成外部危害等额税款。,1
（二）农业生产稳定发展，工业生产快速回升第二产业增速大幅提升。,0
同时，国家注资获得明显收益，实现了国有资本保值增值。,0
PPI 与 CPI 之间保持了较大缺口。,1
城市消费虽然仍是消费快速增长的主力，但农村消费增速持续加快，城乡消费增长率差距有所缩小。,0
因此，进一步解决好“三农”问题，加快农业和农村经济发展是保持国民经济持续快速健康发展的必然要求。,0
三是积极做好中小微企业复工复产金融服务。,0
进口价格同比降幅有所收窄。,1
美国通货紧缩压力已有所减弱，美联储年内很可能将联邦基金目标利率维持在1%。,1
加快建立完善养老金融体系，构建养老金融长效机制， 服务银发经济高质量发展。,0
主要表现在： 一是货币供应量与经济增长相适应，货币流动性有所回落。,1
（五）保费收入和保险业总资产增长减缓保费收入增长明显减缓。,1
工业生产有所加快，结构持续优化。,0
主要经济体国债收益率波动加大。,1
公司信用类债券市场的规范快速发展取得显著效果。,0
国际货币基金组织（IMF）在7月份也上调了对中国经济增速的预期。,0
2022年二季度以来，受新冠肺炎疫情及经济下行压力的影响，企业尤其是中小微企业经营困难增多， 信贷需求转弱，贷款增长一度有所放缓。,1
二是历史上看PPI指标本身波动就相对较大，在数月内阶段性下探或冲高的现象并不鲜见。,1
未来，虽然主要经济体重新陷入衰退的可能性不大，但是金融领域风险尚未完全消除，全球经济复苏之路难以一帆风顺，国际资本跨境流动可能出现较大波动。,1
改进外债指标管理。,0
此外，进一步完善信贷政策导向效果评估工作机制，进一步推进信贷资产证券化，以改革创新盘活存量资金。,0
9月份出口增速同比下降1.1%，降幅继续收窄，较上月收窄5个百分点。,1
主要新兴市场和发展中国家继续保持强劲增长势头。,0
同时，维护好存款市场竞争秩序，保持银行负债端成本基本稳定。,1
2019年，人民币对美元汇率年化波动率为4%，与国际主要货币基本相当。,1
债券发行利率上行。,0
初级产品价格跌幅较大，投资品价格跌幅大于消费品。,1
进一步增强人民币汇率浮动弹性。,0
一是稳健的货币政策更加灵活适度、精准导向。,0
此外，英国退欧安排及影响仍有不确定性。,1
上半年中国还曾出现经济下行压力，呈现出经济与金融不同步的复杂形势。,1
由于企业纷纷破产，银行等金融机构形成了巨额的不良资产。,1
上半年，货币市场流动性宽裕， 宏观经济仍面临较大下行压力，但地方政府债券供给加大，在上述因素的交互影响下，国债收益率整体有所回落，但中长端下行幅度有限。,1
从主要经济体近期表现来看，经济增长动能均有所减弱。,1
生产价格降幅有所收窄。,1
同时，银行卡存款不计入 M1，也相应拉低了货币流动性比例。,1
针对金融深化和创新发展，进一步完善调控模式， 疏通货币政策向实体经济的传导渠道，着力解决突出问题，提高金融运行效率和服务实体经济的能力。,0
三是金融市场基准利率体系不断健全。,0
股票市场指数波动较大，总体呈先升后抑态势。,1
落实好差别化住房信贷政策，支持保障性住房、中小套型普通商品住房建设和居民首套自住普通商品房消费，坚决抑制投机投资性购房需求。,1
落实差别化住房信贷政策，推动房地产金融健康发展。,0
年初以来，国债收益率曲线整体下移。,1
外贸进出口运行处于合理区间，贸易顺差收窄。,1
月9日，惠誉宣布将希腊主权信用评级降至 BBB-，这使得希腊政府更难以从金融市场中获得资金。,1
日元贬值已影响中国对日本出口和中国机电产品在欧美市场上的竞争力。,1
健全银行内部转移定价机制。,0
人民币对欧元、日元等其他国际主要货币汇率双向波动。,1
一是移动支付便利性进一步提升。,0
房地产贷款增速基本持平。,0
继续发挥再贷款精准滴灌和正向激励作用，支持巩固脱贫攻坚成果同乡村振兴有效衔接。,0
四是创新并运用定向中期借贷便利（TMLF）。,0
结构性因素与通胀预期可能相互交织影响，加剧通货膨胀压力。,1
这些迹象表明，美国经济正在接近衰退的边缘。,1
重点对新冠肺炎疫情可能引发的跨境资金流动风险开展监测与分析。,1
债券衍生产品交易逐渐活跃。,0
一是钢铁产量呈现回落态势，但行业整体供大于求的格局没有根本改观。,1
第遍下跌，钢铁行业盈利高位回落。,1
由于很难对零售客户实施负利率，部分商业银行净息差有所下降，零售存款业务比重较大的银行受冲击更大。,1
加强对企业自主创新的金融服务。,0
增大对“三农”、灾后恢复重建、小企业、服务业、自主创新、节能环保等的信贷支持力度。,0
继续加强金融监管，提升金融监管协调的有效性，加强对系统性金融风险的防范预警，守住不发生系统性、区域性金融风险底线。,1
（三）居民消费价格温和上涨，生产价格涨幅有所扩大食品价格涨幅回落，居民消费价格温和上涨。,0
进一步改进外汇指定银行结售汇周转头寸管理，完善现有汇价管理和监测体系。,0
2月7日，北京一中院裁定宣告包商银行破产，原包商银行的股东权益清零，大额债权人承担部分损失，包商银行风险处置工作基本完成。,1
八是全力做好助学、大学生村官、民族地区等薄弱环节和弱势群体的金融服务。,1
持续深化开发性、政策性金融机构改革。,0
利率互换交易活跃。,0
国内疫情散发叠加国际物流瓶颈和地缘政治冲突加剧， 全球电子信息产业链分工和布局面临新的挑战，我国产业转移有所加快。,1
受债务危机影响，西班牙、意大利、爱尔兰等欧元区国家的房地产价格出现下跌。,1
高杠杆和沉重债务负担可能使消费和投资增长承压。,1
采取综合措施维护金融稳定，守住不发生区域性系统性金融风险的底线。,1
第三季度以来，股市大幅波动，加之经济下行压力较大， 市场避险需求上升，推动国债中长端收益率显著下行。,1
负利率给商业银行、保险机构、养老基金等金融机构的盈利能力带来压力。,1
宏观杠杆率因疫情应对出现阶段性上升，不良贷款上升等信用风险可能滞后显现，区域性金融风险隐患仍然存在。,1
（四）股票市场交易趋于活跃，股票指数震荡上行随着国民经济企稳回升趋势的进一步明确，受主要经济体股市总体上涨、市场流动性充裕等多种因素影响，股票市场交易趋于活跃， 股票指数波动上行。,0
促改革和防风险方面的作用。,1
上半年，人民币对美元汇率有所升值。,0
目前日本经济继续恶化，金融市场剧烈动荡。,1
对外贸易加快恢复，贸易顺差大幅收窄。,0
我国目前的收益率曲线是在通货紧缩状态下形成的，长期收益率较低。,1
新兴市场经济体货币政策分化。,0
城乡居民收入的快速增长带动国内消费需求不断扩大。,0
进一步发挥开发性金融作用，支持棚户区改造。,0
考虑到债务水平较高，还有可能会产生“债务-通缩”的交互作用，步入“PPI 收缩—实际利率上升—负债加剧—经济进一步收缩”的循环。,1
第一，增加债券市场的供应。,0
发行短期融资券支持了优质企业的改革和发展。,0
西亚和北非地区政局动荡可能威胁全球复苏。,1
受国际大宗商品价格总体下跌等因素影响，进口价格下降。,1
第三季度，利率互换曲线整体下移。,1
而第三产业的发展与城镇化的趋势是一致的。,0
但由于出口增速持续高于进口增速，贸易顺差继续扩大。,0
1994年我国成功实现汇率并轨以来，国家外汇储备持续增加，人民币汇率基本稳定，极大地提高了人民币的国际地位和对外资的吸引力，增强了国内外对中国经济健康发展的信心，对于平衡国际收支，促进国内经济发展，保证国家经济金融安全发挥了积极作用。,0
二是部分申请贷款的企业资产负债率较高，盈利能力差，缺乏规范的财务报表。,1
此外，地缘政治博弈和部分国家政局动荡也可能对全球经济产生负面影响。,1
但长期以来汽车产业发展中存在着重复建设严重、研发能力弱等突出问题，而限制性的汽车消费政策又制约了汽车市场的拓展。,1
根据金融机构存款规模、资本充足水平、资产质量、流动性状况、风险管理水平以及公司治理等，逐步实施风险差别费率，有利于促进公平竞争，奖优罚劣，是发挥存款保险风险约束和校正作用的重要措施。,1
第一季度物价涨幅出现一定回升，各方面较为关注。,0
消费升级类商品和网上零售持续较快增长。,0
阿根廷、土耳其受金融市场动荡影响，第一季度 GDP 均为负增长。,1
外部不经济的一个典型的例子就是环境污染。,1
2008年金融危机后，各国普遍加强了对系统重要性金融机构的评估和监管，而对中小型金融机构的关注相对有限。,1
开展定向中期借贷便利操作。,0
进一步规范证券经营机构业务。,0
高质量发展的主要内涵，就是从总量扩张向结构优化转变，着力提高供给体系的质量和效益。,0
石油生产增速显著回调。,0
开展常备借贷便利（SLF）操作。,0
外汇风险是指企业因持有外币资产（债权）或借用外币债务，当外币汇率发生变动，折成本币或其他货币导致资产减少或负债增加的风险。,1
3月失业率维持在6.7%，通胀维持低位。,1
一是股市走低。,1
保险业总资产增速回升。,0
但2月中旬以后钢材市场供大于求，价格明显回落。,1
生产价格涨势趋缓。,0
2004年第一季度以后，全球经济复苏和增长势头进一步加强。,0
二是境内外汇率点差收窄。,1
现在看来，这几年发挥重要作用的货币政策工具是连续几年的低利率政策。,1
近两年来，直接融资（不含国债）的比重连续下降，这不利于形成合理的企业资本结构，也不利于防范系统性金融风险。,1
10月下旬之后，国债收益率整体水平进一步上行。,0
离岸人民币市场较为活跃。,0
9月，面对日元持续贬值压力，日本央行时隔多年再次干预外汇市场。,1
利率互换市场有序发展。,0
全球经济复苏仍是一波三折，调整过程中不稳定不确定因素不时出现，随着市场预期美联储加息时点逐步趋近，国际主要货币汇率波动和跨境资本流动的不确定性可能会加大，从而增大国内实施宏观调控的难度。,1
健全系统性金融风险的防范预警和评估体系，加强对地方政府债务、银行信贷风险的监测和管理，强化跨行业、跨市场、跨境金融风险的监测评估， 防范实体经济部分地区、行业、企业风险及非正规金融风险向金融体系传导。,1
企业盈利能力有所下降。,0
五是加强“非标”业务管理，防范影子银行风险。,1
西班牙可能被迫接受国际社会全面救助，法国债务水平高、经济增长率低，这些因素均有可能成为加剧欧债危机的潜在风险点。,1
2010年上半年，随着市场对希腊债务危机恶化以及全球经济复苏前景的担忧加剧，避险需求上升，主要国债收益率震荡走低。,1
利率管制取消后，美国商业银行倒闭数量有所上升，但由于有较为完善的市场基础和健全的存款保险制度，总体上未对金融稳定产生过大的冲击。,1
新兴市场经济体货币政策分化。,0
黄金价格强势反弹，交易规模快速增长。,0
二是欧元区面临低通胀或通缩风险。,1
进一步健全市场利率定价自律机制，提高金融机构自主定价能力。,0
农业生产再获丰收。,0
（七）黄金价格波动较大2014年，黄金市场价格先扬后抑。,1
农村信用社改革试点工作取得重要进展和阶段性成果。,0
四是部分新兴市场经济体短期内仍面临下行风险。,1
展望未来，全球经济主要面临以下风险： 第一，主权债务危机仍是全球经济增长面临的主要风险。,1
10月开始缩减资产负债表， 缩减规模上限分别为60亿美元国债和40亿美元机构抵押支持证券 （MBS），缩减规模上限每季度增加一次，增幅分别为60亿美元和40亿美元，直至每月缩减规模上限达到300亿美元和200亿美元。,1
资源价格偏低和比价关系不合理，对我国经济发展带来诸多不利影响。,1
一是降低金融资源配置的效率，会加剧结构扭曲。,1
积极规范发展多层次资本市场，促进资本市场稳定健康发展。,0
2018年第二季度以来，受贸易摩擦和国际汇市变化等因素影响，外汇市场出现了一些顺周期波动的迹象。,1
货币政策有较大空间，但也面临艰巨挑战。,1
新一轮医药卫生体制改革实施以来，全民医保基本实现，基本医疗卫生制度初步建立，为加快发展健康服务业创造了良好条件。,0
农业发展的好形势，对促进国民经济发展和保持社会稳定发挥了至关重要的作用。,0
产业升级、区域协调发展、提高住房保障、加大节能减排以及灾后恢复重建等客观上都会产生投资需求，加之各方面发展热情较高， 可能推动投资保持相对较快增长。,0
二季度日本实际经济增长率从第一季度的零增长，升为0.6%。,1
更为重要的是，要加快推进经济结构调整，转变发展方式，拓展资金运用空间。,0
提高金融结构的适应性，在服务经济结构转型升级的同时增强金融体系的韧性。,0
（四）大力培育和发展金融市场，推动金融产品创新大力推动金融市场制度性建设，扩大直接融资渠道，改善金融资产结构，丰富市场层次与产品种类，培育和发展机构投资者，推进金融市场的整体协调发展。,0
政策性开发性金融工具落地落细需要合理工作机制支撑。,0
贸易及财政赤字问题不容乐观。,1
受外需下降等因素影响，日本出口疲软继续拖累整体经济。,1
完善市场利率监测体系，提高利率政策的调控效果。,0
受投资者对美国经济悲观预期影响，美元在年初相对欧元、日元等货币快速贬值。,1
通胀依然保持低位，劳动力市场喜忧参半。,1
在经济全球化的背景下，各国产业结构和金融体系相互渗透，若贸易摩擦继续升级，更大范围的全球产业链将受到波及， 可能进一步引发全球宏观风险和金融市场动荡，拖累长期经济增长。,1
从下行风险看，由于近年来我国消费品产能不断扩大，消费品供大于求的局面在短期内难以改变，消费品，特别是耐用消费品价格存在继续下降的风险；钢铁、电解铝、水泥等产能过剩行业的产品价格将继续面临一定的下降压力，会导致 PPI 下行；粮价走势存在不确定性，可能会成为 CPI 下行的因素。,1
当前全球经济处于衰退之中、经济在潜在产出水平之下运行的格局未变，产能过剩及需求不足构成下一阶段价格下行的主要压力。,1
2004年，金融市场进一步规范发展，金融产品创新和制度建设取得新进展。,0
继续深化大型金融机构改革，进一步完善公司治理，厘清股东大会、董事会、监事会和高管层的职责边界，形成有效的决策、执行、制衡机制。,0
采取综合措施维护金融稳定，守住不发生系统性、区域性金融风险的底线。,1
货币市场利率低位波动。,1
外汇市场交易主体进一步增加。,0
四是持续推动金融支持制造业高质量发展。,0
伦敦同业拆借市场美元 Libor 低位波动。,1
随后市场利率止跌企稳。,0
商品房销售面积增速持续放缓。,0
金融机构缺乏信贷风险价格补偿机制，是其各项损失准备和资本不足的重要原因。,1
人民币汇率主要由市场供求决定，中央银行不会将人民币汇率作为工具来应对贸易摩擦等外部扰动。,1
今年国际资本看好中国市场，纷纷寻求在华投资机会，这是经济发展中的一大亮点。,0
近期全球通胀有所回落，但仍处于历史高位。,1
三是贸易摩擦对物价的滞后影响需全面分析。,1
三是建立风险共担机制，有效防范道德风险。,1
分类别看，食品价格上涨6.2%，拉动CPI上涨2.1个百分点，贡献率为78%，是拉动CPI上涨的主要因素；居住类价格上涨3.8%，对CPI上涨拉动作用也较大。,0
2020年第一季度，受新冠肺炎疫情影响，金融市场运行波动有所加大。,1
国际主要债券收益率波动下行。,1
这些问题都值得进一步深入研究。,0
未来美元利率趋势、汇率预期和风险偏好都可能出现方向性变化，美元套利交易前景有较大不确定性。,1
SDR 计价债券的推出，有利于丰富我国债券市场交易品种，促进我国债券市场的开放与发展，也是扩大SDR使用的标志性事件，对于增强国际货币体系的稳定性和韧性具有积极意义。,0
二是加大金融产品创新，积极探索发展中小企业多元化融资方式。,0
食品价格涨幅由负转正， 非食品价格涨幅有所回落。,0
一是资产质量改善。,0
持续做好普惠金融工作。,0
未来一段时间， 全球贸易增速放缓对经济增长的拖累，能源价格对通胀走势的扰动， 以及全球高债务、高利率可能诱发的金融风险仍需关注。,1
第一季度，全国房地产开发投资完成额1.8万亿元，同比增长6.2%，同比增速止跌回升，较上年全年提高5.2个百分点。,0
深化对外货币金融合作。,0
重点支持民生工程尤其是保障性安居工程、欠发达地区、科技创新、 节能环保、战略性新兴产业、企业技术改造等。,0
外汇市场会员进一步扩大。,0
要采用资源节约型和环境友好型的发展模式，在提高经济增长水平的同时提高经济发展的质量。,0
农业生产稳定发展，粮食连续增产。,0
一旦全球保护主义情绪加剧，将放缓甚至逆转国际政策协调和经济全球化进程，阻碍贸易自由化、资本和劳动力流动，并可能引发不可持续的政策，拖累全球生产率和经济增长，加剧金融市场动荡。,1
二是内需回升的基础还不牢固，特别是民间投资意愿偏低，部分行业和企业生产经营情况还比较困难，经济结构不合理、自主创新能力弱的问题依然存在。,1
展望未来，疫情形势、通胀走势、发达经济体宏观政策调整仍有较大不确定性，可能伴生的经济金融风险不容忽视。,1
二是大力推动绿色可持续发展。,0
估计一季度 GDP仍将是负增长，但下降幅度会略有减缓。,1
目前西班牙、意大利国债收益率居高不下；西班牙完成赤字目标存在困难；希腊各项改革进度落后，深陷衰退，退出欧元区的风险并未从根本上消除。,1
续支持经济结构调整，更好地服务实体经济发展。,0
与发达国家不同，我国居民的恩格尔系数依然较高，食品价格在我国CPI中的权重约为三分之一，从历史数据看，粮食价格波动是导致CPI波动的主要力量。,1
居民消费价格涨幅持续扩大。,0
2006年以来，尽管各主要货币当局多次加息，目前利率仍保持在相对较低的水平。,1
此外，信贷渠道要发挥作用，信贷市场应能够有效配置信贷资源，这要求有完善的市场退出机制和不良贷款处置机制，及时淘汰效率低下的企业，银行能够迅速处置不良资产，使腾挪出来的资金投向高效率企业。,1
（一）主要经济体经济状况美国陷入严重的金融危机，实体经济面临极大的下行风险。,1
稳慎扎实推进人民币国际化，进一步扩大人民币在跨境贸易和投资中的使用，深化对外货币合作，发展离岸人民币市场。,0
另一方面，金融机构、住户、企业部门通过违约、破产等手段也进行了自我调整。,1
四是东北地区投资由负转正，全年为2.8%；其他地区投资增速总体稳定。,0
在电力生产上，实施煤电节能减排升级与改造行动，推动火电发电量尽早达峰；优化新能源发展布局，鼓励新能源就地开发利用，逐步实现光伏、风电、水电等清洁替代，逐步形成具有我国自主知识产权的新型电力系统关键技术体系。,0
外币存贷款利率在国际金融市场利率波动、境内外币资金供求变化等因素的综合作用下，低位小幅波动。,1
深入推进金融精准扶贫，加强易地扶贫搬迁信贷资金筹集、 投放和管理工作，强化金融精准扶贫信息共享、统计监测和政策效果评估，着力支持贫困地区经济社会持续健康发展和贫困人口脱贫致富。,0
贸易摩擦带来的不确定性、加征关税对通胀及对全球供应链的影响已逐渐显现，企业选择推迟投资决策或考虑调整供应链，部分供应链上下游经济体面临外部需求放缓等冲击，贸易摩擦亦可能通过对信心的冲击加剧全球范围金融市场的波动。,1
股市下挫，负财富效应对消费增长也会产生不利影响。,1
房价过快上涨势头减缓。,1
的波动性可能进一步加大。,0
完善证券公司及上市公司监管制度体系。,0
（四）着力优化信贷结构，加强对重点领域和薄弱环节的金融支持。,1
应通过气候风险压力测试、环境和气候风险分析等手段，增强金融体系管理转型风险和气候变化风险的能力。,1
当前 M2增速仍高出名义 GDP 增速3个百分点左右，可以满足实体经济的有效需求。,0
进一步拓宽中小企业发展的多元化融资渠道，支持中小企业健康发展。,0
进一步督促金融机构健全内控制度，增强自主合理定价能力和风险管理水平，从提高金融市场深度入手继续培育市场基准利率和完善国债收益率曲线，不断健全市场化的利率形成机制。,0
法国、意大利、比利时、德国等国债收益率和 CDS 利差也一度大幅走高。,0
欧洲经济表现疲软，四季度欧元区 GDP 同比增长0.1%，环比持平。,1
另一方面，过低的成品油价使得价格杠杆在石油供求调节上发挥不了应有的作用，市场配置石油资源的基础性作用失效，不利于节约用油，同时还导致了不正常的投机需求快速增加，进而加剧了市场供求的紧张程度，一些地区甚至出现了“油荒”。,1
受建筑基本法修改和原材料价格上涨影响，上半年新房开工数同比继续下跌。,1
持续深化开发性、政策性金融机构改革。,0
在各国宽松货币政策和恢复经济增长措施的刺激下，当前发达经济体经济大幅下滑的趋势正在减缓，经济企稳迹象有所显现。,0
贸易顺差仍将维持在较高水平。,0
持续推动债券二级市场发展，提升债券市场流动性，不断优化交易、清算和结算等相关安排，完善做市商制度等市场化评价体系建设，为市场参与者创造更加友好、便利的投资环境。,0
存贷款市场的利率传导效率受损影响调控效果，制约货币政策空间。,1
进口价格大幅上涨。,0
二是主要发达经济体缺乏可信的财政整顿计划，可能在中长期影响复苏。,1
美国经济仍保持较强劲的增长势头，就业状况继续改善。,0
一是当前我国宏观经济体量扩大，韧性更强。,0
二是欧元区经济复苏前景不明。,0
钢铁、化工、化纤行业利润增幅下降，石油加工及炼焦业净亏损98亿元。,1
民间投资也有回升迹象。,0
现代服务业发展活力不断释放。,0
制造业中长期贷款增速为24.7%， 创十年来新高。,0
% 名义累计增速实际累计增速外贸进出口继续增长。,0
近期，希腊经济快速衰退、处于债务违约边缘，西班牙、意大利等国主权债务风险上升。,1
但企业涨薪动力不足， 投资意愿不足，通胀依然疲软。,1
总体看，6月份企业商品价格呈现有升有降的特点。,1
农民收入持续增长，增收渠道日益多样化。,0
进一步督促金融机构健全内控制度，增强自主合理定价能力和风险管理水平，从提高金融市场深度入手继续培育市场基准利率和完善国债收益率曲线，不断健全市场化的利率形成机制。,0
二是盘活存量、优化增量，支持经济结构调整和转型升级。,0
对理财产品的监管，应着重考量其风险收益的分担是否合理。,1
对预警银行苗头性问题及时纠偏，实现风险早发现、早处置。,1
世界地缘政治局势有可能加剧动荡，如果中东等地区地缘政治动荡加剧，国际油价很可能会大幅反弹。,1
信贷结构持续优化。,0
票据融资余额小幅下降，票据市场利率小幅震荡。,1
出口商品进一步向价值链高端迁移。,0
不断增强近年来，中国人民银行等金融部门出台了多项支持中小企业发展的政策措施，进一步改进和加强中小企业金融服务。,0
三是明确审慎监管要求，包括信息报送与披露、风险数据加总和风险报告、公司治理要求等。,1
三是多种不确定性交织，可能放大各经济体的脆弱性。,1
四是建立市场成员不良记录登记制度。,1
（四）股票市场交易活跃，股指上涨强劲股权分置改革的积极效应继续显现，股票市场交易活跃，投资者投资股票和基金市场意愿较强。,0
国际社会普遍认为，多数金融危机时期实施的非常规措施将逐步终止。,1
银行间债券市场指数有所上行。,0
5月下旬以来，监管加强预期减弱， 资金面趋稳，国债收益率有所回落。,1
如果通胀水平长期较低，有可能降低市场通胀预期，增加央行货币政策影响的不确定性。,1
股权分置改革有利于解决制约股市发展的制度问题，增强投资者信心，从而对股票市场的发展起到积极作用。,0
从外部环境看，全球经济持续复苏的稳定性有所增强，外需有望继续改善。,0
（二）债券发行利率回落，债券发行量同比增加债券发行利率回落。,1
全国财政收入增长呈前高后低、逐月回落态势。,1
发展消费信贷，支持扩大内需。,0
一方面，多个经济体为提振经济、缓解外部冲击先后放宽了货币政策。,0
五是全球贸易增速持续放缓。,0
新兴市场经济体复苏出现分化。,0
进一步健全市场利率定价自律机制，提高金融机构自主定价能力。,0
一是取消银行对客户美元挂牌买卖价差限制，银行可自主定价。,1
第三，采取多种措施，进一步改进对中小企业金融服务。,0
从政策出台后的初步情况看，金融机构存贷款利率总体下行。,1
房地产贷款增速回升。,0
但商业投资仍较疲软，新增非农就业等部分短期数据也不及预期，劳动参与率保持较低水平。,1
加快发展外汇市场，推动汇率风险管理工具创新。,0
完善系统重要性金融机构监管框架。,0
鼓励企业和行业协会开办职业技术教育，增强职业教育的实用性，提高人才供需结构的匹配度。,0
我国经济增长好于预期。,0
各地推动城镇化、 工业化和区域协调发展的热情很高，消费扩张势头较好，服务业潜力巨大，经济内生动力依然较强。,0
四是推动金融市场健康发展。,0
（三）主要经济体货币政策宽松2003年，为克服不利外部影响，刺激经济增长，各主要经济体纷纷采取了连续降息等宽松的货币政策。,0
由于存款同质化高，竞争存款主要靠价格，为避免无序恶性竞争，目前仍通过行业自律的方式对银行存款利率进行上限管理。,1
二是资产质量明显提高。,0
2010第三季度，中国经济继续朝着宏观调控的预期方向发展， 经济平稳较快发展的势头进一步巩固。,0
Shibor 短端小幅波动，中长端有所下行。,1
前三季度，人民币对美元汇率有所贬值。,1
欧元区经济和日本经济稳步回升。,0
加强对异常资金流入的检查。,1
目前，我国物价向下走的压力主要是居民的即期消费倾向仍然较低，商品供大于求的格局依然存在。,1
